// from YR4 https://twiki.cern.ch/twiki/pub/LHCPhysics/LHCHXSWG/Higgs_XSBR_YR4_update.xlsx  
//VBF							
//MH	Cross	Uncertainty					1+?EW
//	Section	Scale		PDF+?s	PDF	?s	
//[GeV]	[pb]	pos [%]	neg [%]	[%]	[%]	[%]	
220.00	2.301E+00	+0.3	-0.2	±1.9	±1.8	±0.5	
230.00	2.164E+00	+0.3	-0.2	±1.9	±1.8	±0.5	
240.00	2.038E+00	+0.3	-0.2	±1.9	±1.8	±0.5	
250.00	1.921E+00	+0.3	-0.1	±1.9	±1.8	±0.4	
260.00	1.813E+00	+0.3	-0.1	±1.9	±1.8	±0.4	
270.00	1.714E+00	+0.3	-0.1	±1.9	±1.8	±0.4	
280.00	1.621E+00	+0.3	-0.1	±1.9	±1.9	±0.4	
290.00	1.535E+00	+0.3	-0.1	±1.9	±1.9	±0.4	
300.00	1.454E+00	+0.3	-0.1	±1.9	±1.9	±0.4	
310.00	1.380E+00	+0.3	-0.1	±1.9	±1.9	±0.4	
320.00	1.310E+00	+0.3	-0.1	±1.9	±1.9	±0.4	
330.00	1.245E+00	+0.3	-0.1	±1.9	±1.9	±0.4	
340.00	1.184E+00	+0.3	-0.1	±1.9	±1.9	±0.4	
350.00	1.126E+00	+0.3	-0.1	±1.9	±1.9	±0.4	
360.00	1.073E+00	+0.3	-0.1	±1.9	±1.9	±0.4	
370.00	1.022E+00	+0.3	-0.1	±1.9	±1.9	±0.4	
380.00	9.749E-01	+0.3	-0.1	±1.9	±1.9	±0.3	
390.00	9.303E-01	+0.3	-0.1	±1.9	±1.9	±0.3	
400.00	8.884E-01	+0.3	-0.1	±2.0	±1.9	±0.3	
410.00	8.488E-01	+0.3	-0.1	±2.0	±1.9	±0.3	
420.00	8.115E-01	+0.3	-0.1	±2.0	±1.9	±0.3	
430.00	7.763E-01	+0.3	-0.0	±2.0	±1.9	±0.3	
440.00	7.430E-01	+0.3	-0.0	±2.0	±1.9	±0.3	
450.00	7.115E-01	+0.3	-0.0	±2.0	±2.0	±0.3	
460.00	6.817E-01	+0.3	-0.1	±2.0	±2.0	±0.3	
470.00	6.535E-01	+0.3	-0.1	±2.0	±2.0	±0.3	
480.00	6.268E-01	+0.3	-0.1	±2.0	±2.0	±0.3	
490.00	6.014E-01	+0.3	-0.1	±2.0	±2.0	±0.3	
500.00	5.773E-01	+0.3	-0.1	±2.0	±2.0	±0.3	
550.00	4.736E-01	+0.3	-0.2	±2.0	±2.0	±0.2	
600.00	3.921E-01	+0.3	-0.2	±2.1	±2.1	±0.2	
650.00	3.274E-01	+0.3	-0.3	±2.1	±2.1	±0.2	
700.00	2.753E-01	+0.3	-0.3	±2.1	±2.1	±0.2	
750.00	2.330E-01	+0.3	-0.4	±2.2	±2.2	±0.1	
800.00	1.984E-01	+0.3	-0.4	±2.2	±2.2	±0.1	
850.00	1.697E-01	+0.3	-0.5	±2.3	±2.3	±0.1	
900.00	1.459E-01	+0.3	-0.5	±2.3	±2.3	±0.1	
950.00	1.259E-01	+0.3	-0.5	±2.3	±2.3	±0.1	
1000.00	1.091E-01	+0.3	-0.6	±2.4	±2.4	±0.0	
1050.00	9.479E-02	+0.3	-0.6	±2.4	±2.4	±0.0	
1100.00	8.265E-02	+0.3	-0.7	±2.5	±2.5	±0.0	
1150.00	7.227E-02	+0.3	-0.7	±2.5	±2.5	±0.0	
1200.00	6.336E-02	+0.3	-0.8	±2.6	±2.6	±0.0	
1250.00	5.569E-02	+0.3	-0.8	±2.6	±2.6	±0.0	
1300.00	4.906E-02	+0.3	-0.8	±2.7	±2.7	±0.0	
1350.00	4.330E-02	+0.3	-0.9	±2.7	±2.7	±0.1	
1400.00	3.830E-02	+0.4	-0.9	±2.8	±2.8	±0.1	
1450.00	3.393E-02	+0.4	-1.0	±2.8	±2.8	±0.1	
1500.00	3.011E-02	+0.4	-1.0	±2.9	±2.9	±0.1	
1550.00	2.677E-02	+0.4	-1.1	±2.9	±2.9	±0.1	
1600.00	2.383E-02	+0.4	-1.1	±3.0	±3.0	±0.1	
1650.00	2.124E-02	+0.5	-1.2	±3.0	±3.0	±0.1	
1700.00	1.896E-02	+0.5	-1.2	±3.1	±3.1	±0.1	
1750.00	1.694E-02	+0.5	-1.2	±3.1	±3.1	±0.1	
1800.00	1.515E-02	+0.5	-1.3	±3.2	±3.2	±0.2	
1850.00	1.357E-02	+0.5	-1.3	±3.2	±3.2	±0.2	
1900.00	1.217E-02	+0.6	-1.4	±3.3	±3.3	±0.2	
1950.00	1.092E-02	+0.6	-1.4	±3.4	±3.4	±0.2	
2000.00	9.804E-03	+0.6	-1.5	±3.4	±3.4	±0.2	
2050.00	8.812E-03	+0.6	-1.5	±3.5	±3.5	±0.2	
2100.00	7.926E-03	+0.7	-1.6	±3.6	±3.6	±0.2	
2150.00	7.135E-03	+0.7	-1.6	±3.6	±3.6	±0.2	
2200.00	6.428E-03	+0.7	-1.7	±3.7	±3.7	±0.2	
2250.00	5.794E-03	+0.7	-1.7	±3.8	±3.8	±0.2	
2300.00	5.227E-03	+0.7	-1.8	±3.8	±3.8	±0.2	
2350.00	4.717E-03	+0.8	-1.8	±3.9	±3.9	±0.2	
2400.00	4.259E-03	+0.8	-1.8	±4.0	±4.0	±0.2	
2450.00	3.848E-03	+0.8	-1.9	±4.1	±4.1	±0.2	
2500.00	3.478E-03	+0.8	-1.9	±4.2	±4.1	±0.2	
2550.00	3.145E-03	+0.9	-2.0	±4.2	±4.2	±0.2	
2600.00	2.846E-03	+0.9	-2.0	±4.3	±4.3	±0.2	
2650.00	2.575E-03	+0.9	-2.1	±4.4	±4.4	±0.2	
2700.00	2.331E-03	+1.0	-2.1	±4.5	±4.5	±0.2	
2750.00	2.112E-03	+1.0	-2.2	±4.6	±4.6	±0.2	
2800.00	1.914E-03	+1.0	-2.2	±4.7	±4.7	±0.2	
2850.00	1.734E-03	+1.0	-2.3	±4.8	±4.8	±0.2	
2900.00	1.572E-03	+1.0	-2.3	±4.9	±4.9	±0.2	
2950.00	1.426E-03	+1.1	-2.4	±5.0	±5.0	±0.2	
3000.00	1.293E-03	+1.1	-2.4	±5.1	±5.1	±0.2	
